ENTITYA	TYPEA	IDA	DATABASEA	ENTITYB	TYPEB	IDB	DATABASEB	EFFECT	MECHANISM
WNT5A	protein	P41221	UNIPROT	FZD3	protein	Q9NPG1	UNIPROT	up-regulates activity	binding
WNT7A	protein	O00755	UNIPROT	FZD3	protein	Q9NPG1	UNIPROT	up-regulates activity	binding
WNT1	protein	P04628	UNIPROT	LRP5	protein	O75197	UNIPROT	up-regulates activity	binding
PAK1	protein	Q13153	UNIPROT	ARHGEF2	protein	Q92974	UNIPROT	down-regulates	phosphorylation
WNT3A	protein	P56704	UNIPROT	LRP5	protein	O75197	UNIPROT	up-regulates activity	binding
WNT7A	protein	O00755	UNIPROT	LRP5	protein	O75197	UNIPROT	up-regulates activity	binding
WNT1	protein	P04628	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates activity	binding
WNT11	protein	O96014	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates activity	binding
WNT3A	protein	P56704	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates activity	binding
WNT5A	protein	P41221	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates activity	binding
WNT7A	protein	O00755	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates activity	binding
WNT16	protein	Q9UBV4	UNIPROT	FZD3	protein	Q9NPG1	UNIPROT	up-regulates	binding
CDK2	protein	P24941	UNIPROT	CDC6	protein	Q99741	UNIPROT	up-regulates	phosphorylation
BECN1	protein	Q14457	UNIPROT	Autophagosome formation	phenotype	SIGNOR-PH36	SIGNOR	up-regulates	
MYF6	protein	P23409	UNIPROT	Skeletal Muscle Differentiation	phenotype	SIGNOR-PH1	SIGNOR	up-regulates	
JUN	protein	P05412	UNIPROT	Proliferation	phenotype	SIGNOR-PH4	SIGNOR	up-regulates	
MYOD1	protein	P15172	UNIPROT	Skeletal Muscle Differentiation	phenotype	SIGNOR-PH1	SIGNOR	up-regulates	
TGFBR1	protein	P36897	UNIPROT	TRAF6	protein	Q9Y4K3	UNIPROT	up-regulates activity	binding
TRAF6	protein	Q9Y4K3	UNIPROT	TRAF6	protein	Q9Y4K3	UNIPROT	up-regulates activity	ubiquitination
SMAD3	protein	P84022	UNIPROT	CEBPA	protein	P49715	UNIPROT	down-regulates activity	binding
MAPK3	protein	P27361	UNIPROT	GAB1	protein	Q13480	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	GAB1	protein	Q13480	UNIPROT	up-regulates activity	phosphorylation
CTNNB1	protein	P35222	UNIPROT	POU5F1	protein	Q01860	UNIPROT	up-regulates activity	binding
POU5F1	protein	Q01860	UNIPROT	Pluripotency	phenotype	SIGNOR-PH43	SIGNOR	up-regulates	
NANOG	protein	Q9H9S0	UNIPROT	Pluripotency	phenotype	SIGNOR-PH43	SIGNOR	up-regulates	
FZD8	protein	Q9H461	UNIPROT	LRP5	protein	O75197	UNIPROT	up-regulates activity	binding
SOX2	protein	P48431	UNIPROT	Pluripotency	phenotype	SIGNOR-PH43	SIGNOR	up-regulates	
RAD1	protein	O60671	UNIPROT	TOPBP1	protein	Q92547	UNIPROT	up-regulates	binding
TP53	protein	P04637	UNIPROT	FNTB	protein	P49356	UNIPROT	up-regulates quantity by expression	transcriptional regulation
CTNNB1	protein	P35222	UNIPROT	SOX2	protein	P48431	UNIPROT	up-regulates activity	binding
TP53	protein	P04637	UNIPROT	FNTA	protein	P49354	UNIPROT	up-regulates quantity by expression	transcriptional regulation
CTNNB1	protein	P35222	UNIPROT	KLF4	protein	O43474	UNIPROT	up-regulates activity	binding
NFY	complex	SIGNOR-C1	SIGNOR	TOP2A	protein	P11388	UNIPROT	up-regulates quantity by expression	transcriptional regulation
FASN	protein	P49327	UNIPROT	SREBF1	protein	P36956	UNIPROT	up-regulates quantity by expression	transcriptional regulation
LYN	protein	P07948	UNIPROT	CD19	protein	P15391	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	GAB1	protein	Q13480	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	GJA1	protein	P17302	UNIPROT	down-regulates activity	phosphorylation
CD19	protein	P15391	UNIPROT	LYN	protein	P07948	UNIPROT	up-regulates activity	binding
MAPK3	protein	P27361	UNIPROT	GJA1	protein	P17302	UNIPROT	down-regulates activity	phosphorylation
CUL1	protein	Q13616	UNIPROT	SCF-FBW7	complex	SIGNOR-C135	SIGNOR	form complex	binding
CD19	protein	P15391	UNIPROT	VAV1	protein	P15498	UNIPROT	up-regulates activity	binding
STK3	protein	Q13188	UNIPROT	MOB1B	protein	Q7L9L4	UNIPROT	up-regulates	phosphorylation
CD19	protein	P15391	UNIPROT	PIK3R1	protein	P27986	UNIPROT	up-regulates activity	binding
RBPJ	protein	Q06330	UNIPROT	HES1	protein	Q14469	UNIPROT	up-regulates quantity by expression	binding
PPP2R2A	protein	P63151	UNIPROT	RAF1	protein	P04049	UNIPROT	up-regulates activity	binding
PPP2R5D	protein	Q14738	UNIPROT	RAF1	protein	P04049	UNIPROT	up-regulates activity	binding
MAPK3	protein	P27361	UNIPROT	GJA1	protein	P17302	UNIPROT	down-regulates activity	phosphorylation
SCF-betaTRCP	complex	SIGNOR-C5	SIGNOR	MYC	protein	P01106	UNIPROT	up-regulates quantity	ubiquitination
AURKB	protein	Q96GD4	UNIPROT	NDC80	protein	O14777	UNIPROT	down-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	MAPK3	protein	P27361	UNIPROT	up-regulates activity	phosphorylation
SKP1	protein	P63208	UNIPROT	SCF-SKP2	complex	SIGNOR-C136	SIGNOR	form complex	binding
CUL1	protein	Q13616	UNIPROT	SCF-SKP2	complex	SIGNOR-C136	SIGNOR	form complex	binding
SKP2	protein	Q13309	UNIPROT	SCF-SKP2	complex	SIGNOR-C136	SIGNOR	form complex	binding
WNT1	protein	P04628	UNIPROT	RYK	protein	P34925	UNIPROT	up-regulates	binding
ARPP19	protein	P56211	UNIPROT	PPP2R2D	protein	Q66LE6	UNIPROT	down-regulates activity	binding
FYN	protein	P06241	UNIPROT	GRIN2B	protein	Q13224	UNIPROT	unknown	phosphorylation
ENSA	protein	O43768	UNIPROT	PPP2R2D	protein	Q66LE6	UNIPROT	down-regulates activity	binding
SKP1	protein	P63208	UNIPROT	SCF-FBW7	complex	SIGNOR-C135	SIGNOR	form complex	binding
nitric oxide	smallmolecule	CID:145068	PUBCHEM	GUCY1A2-B2	complex	SIGNOR-C137	SIGNOR	up-regulates activity	binding
nitric oxide	smallmolecule	CID:145068	PUBCHEM	GUCY1A2-B3	complex	SIGNOR-C138	SIGNOR	up-regulates activity	binding
nitric oxide	smallmolecule	CID:145068	PUBCHEM	GUCY1A3-B3	complex	SIGNOR-C140	SIGNOR	up-regulates activity	binding
GUCY1B2	protein	O75343	UNIPROT	GUCY1A2-B2	complex	SIGNOR-C137	SIGNOR	form complex	binding
GUCY1A2	protein	P33402	UNIPROT	GUCY1A2-B3	complex	SIGNOR-C138	SIGNOR	form complex	binding
PRKCA	protein	P17252	UNIPROT	GFPT1	protein	Q06210	UNIPROT	down-regulates activity	phosphorylation
FYN	protein	P06241	UNIPROT	FCGR2A	protein	P12318	UNIPROT	up-regulates activity	phosphorylation
GUCY1B3	protein	Q02153	UNIPROT	GUCY1A2-B3	complex	SIGNOR-C138	SIGNOR	form complex	binding
MAPK3	protein	P27361	UNIPROT	LIPE	protein	Q05469	UNIPROT	up-regulates activity	phosphorylation
MAP2K2	protein	P36507	UNIPROT	PPARG	protein	P37231	UNIPROT	up-regulates	binding
GRN	protein	P28799	UNIPROT	TNFRSF1A	protein	P19438	UNIPROT	down-regulates	binding
AGT	protein	P01019	UNIPROT	AGTR1	protein	P30556	UNIPROT	up-regulates	binding
BORA	protein	Q6PGQ7	UNIPROT	PLK1	protein	P53350	UNIPROT	up-regulates	phosphorylation
GUCY1A3	protein	Q02108	UNIPROT	GUCY1A3-B3	complex	SIGNOR-C140	SIGNOR	form complex	binding
GUCY1B3	protein	Q02153	UNIPROT	GUCY1A3-B3	complex	SIGNOR-C140	SIGNOR	form complex	binding
nitric oxide	smallmolecule	CID:145068	PUBCHEM	GUCY1A3-B2	complex	SIGNOR-C139	SIGNOR	up-regulates activity	binding
AURKA	protein	O14965	UNIPROT	PLK1	protein	P53350	UNIPROT	up-regulates	phosphorylation
PPP2R2B	protein	Q00005	UNIPROT	PDPK1	protein	O15530	UNIPROT	down-regulates activity	binding
PP2Ca_R1A_Bd	complex	SIGNOR-C133	SIGNOR	PDPK1	protein	O15530	UNIPROT	down-regulates activity	dephosphorylation
CCK	protein	P06307	UNIPROT	CCKAR	protein	P32238	UNIPROT	up-regulates	binding
MAPK3	protein	P27361	UNIPROT	MAPK3	protein	P27361	UNIPROT	up-regulates activity	phosphorylation
CDK5	protein	Q00535	UNIPROT	STMN1	protein	P16949	UNIPROT	down-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	LCK	protein	P06239	UNIPROT	up-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	PRKCE	protein	Q02156	UNIPROT	up-regulates	phosphorylation
CSNK2A2	protein	P19784	UNIPROT	NKX3-1	protein	Q99801	UNIPROT	up-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	PTPN7	protein	P35236	UNIPROT	up-regulates activity	phosphorylation
RPS6KA5	protein	O75582	UNIPROT	EIF4EBP1	protein	Q13541	UNIPROT	down-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	SP1	protein	P08047	UNIPROT	up-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	MUC1	protein	P15941	UNIPROT	down-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	GMFB	protein	P60983	UNIPROT	unknown	phosphorylation
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	RPS6KA5	protein	O75582	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	SP1	protein	P08047	UNIPROT	up-regulates activity	phosphorylation
MDC1	protein	Q14676	UNIPROT	RNF8	protein	O76064	UNIPROT	up-regulates	relocalization
CAMKK1	protein	Q8N5S9	UNIPROT	CAMK4	protein	Q16566	UNIPROT	up-regulates	phosphorylation
APP	protein	P05067	UNIPROT	GSK3A	protein	P49840	UNIPROT	up-regulates	
HCK	protein	P08631	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates activity	phosphorylation
HCK	protein	P08631	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates activity	phosphorylation
IKBKB	protein	O14920	UNIPROT	NFKBIA	protein	P25963	UNIPROT	down-regulates quantity by destabilization	phosphorylation
MAPK14	protein	Q16539	UNIPROT	RPS6KA5	protein	O75582	UNIPROT	up-regulates activity	phosphorylation
HCK	protein	P08631	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates activity	phosphorylation
HCK	protein	P08631	UNIPROT	PLCG2	protein	P16885	UNIPROT	up-regulates activity	phosphorylation
LCK	protein	P06239	UNIPROT	MUC1	protein	P15941	UNIPROT	up-regulates activity	phosphorylation
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
HCK	protein	P08631	UNIPROT	PLCG2	protein	P16885	UNIPROT	up-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAFA	protein	Q8NHW3	UNIPROT	up-regulates	phosphorylation
AGT	protein	P01019	UNIPROT	AGTR2	protein	P50052	UNIPROT	up-regulates	
SMURF1	protein	Q9HCE7	UNIPROT	BMPR2	protein	Q13873	UNIPROT	down-regulates	ubiquitination
EDN1	protein	P05305	UNIPROT	EDNRA	protein	P25101	UNIPROT	up-regulates	binding
MAPK8	protein	P45983	UNIPROT	BCL2	protein	P10415	UNIPROT	down-regulates	phosphorylation
TRAF6	protein	Q9Y4K3	UNIPROT	MALT1	protein	Q9UDY8	UNIPROT	up-regulates	ubiquitination
PDPK1	protein	O15530	UNIPROT	CARD11	protein	Q9BXL7	UNIPROT	up-regulates	phosphorylation
PDPK1	protein	O15530	UNIPROT	PRKCQ	protein	Q04759	UNIPROT	up-regulates	phosphorylation
700874-72-2	chemical	CID:10090485	PUBCHEM	TGFBR1	protein	P36897	UNIPROT	down-regulates	chemical inhibition
LY2784544	chemical	CID:46213929	PUBCHEM	JAK2	protein	O60674	UNIPROT	down-regulates	chemical inhibition
Maraviroc	chemical	CID:3002977	PUBCHEM	CCL3	protein	P10147	UNIPROT	down-regulates	chemical inhibition
MGCD-265	chemical	CID:24901704	PUBCHEM	FLT4	protein	P35916	UNIPROT	down-regulates	chemical inhibition
471905-41-6	chemical	CID:9803433	PUBCHEM	APP	protein	P05067	UNIPROT	down-regulates	chemical inhibition
MK-2461	chemical	CID:44137946	PUBCHEM	MERTK	protein	Q12866	UNIPROT	down-regulates	chemical inhibition
PRKCD	protein	Q05655	UNIPROT	TNNI3	protein	P19429	UNIPROT	down-regulates	phosphorylation
PRKAA1	protein	Q13131	UNIPROT	HDAC5	protein	Q9UQL6	UNIPROT	down-regulates	phosphorylation
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	DUSP16	protein	Q9BY84	UNIPROT	up-regulates quantity by stabilization	phosphorylation
PRKCG	protein	P05129	UNIPROT	HABP4	protein	Q5JVS0	UNIPROT	down-regulates activity	phosphorylation
PRKCZ	protein	Q05513	UNIPROT	HABP4	protein	Q5JVS0	UNIPROT	down-regulates activity	phosphorylation
503468-95-9	chemical	CID:11327430	PUBCHEM	PRKDC	protein	P78527	UNIPROT	down-regulates	chemical inhibition
NVP-ADW742	chemical	CID:9825149	PUBCHEM	IGF1R	protein	P08069	UNIPROT	down-regulates	chemical inhibition
NVP-BEP800	chemical	CID:25210273	PUBCHEM	HSP90AB1	protein	P08238	UNIPROT	down-regulates	chemical inhibition
NVP-BHG712	chemical	CID:16747388	PUBCHEM	SRC	protein	P12931	UNIPROT	down-regulates	chemical inhibition
NVP-BSK805 dihydrochloride	chemical	CID:57339395	PUBCHEM	JAK2	protein	O60674	UNIPROT	down-regulates	chemical inhibition
Olaparib	chemical	CID:23725625	PUBCHEM	PARP1	protein	P09874	UNIPROT	down-regulates	chemical inhibition
Olaparib	chemical	CID:23725625	PUBCHEM	PARP2	protein	Q9UGN5	UNIPROT	down-regulates	chemical inhibition
Rigosertib sodium	chemical	CID:23696523	PUBCHEM	PLK1	protein	P53350	UNIPROT	down-regulates	chemical inhibition
WAY-600	chemical	CID:25229526	PUBCHEM	MTOR	protein	P42345	UNIPROT	down-regulates	chemical inhibition
XL-647	chemical	CID:10458325	PUBCHEM	EGFR	protein	P00533	UNIPROT	down-regulates	chemical inhibition
331771-20-1	chemical	CID:9914412	PUBCHEM	AURKA	protein	O14965	UNIPROT	down-regulates	chemical inhibition
BMS-777607	chemical	CID:24794418	PUBCHEM	TYRO3	protein	Q06418	UNIPROT	down-regulates	chemical inhibition
Brivanib alaninate	chemical	CID:11154925	PUBCHEM	FGFR3	protein	P22607	UNIPROT	down-regulates	chemical inhibition
MAPK1	protein	P28482	UNIPROT	GAB1	protein	Q13480	UNIPROT	up-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	EIF4EBP1	protein	Q13541	UNIPROT	down-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	GAB1	protein	Q13480	UNIPROT	up-regulates activity	phosphorylation
RET	protein	P07949	UNIPROT	RET	protein	P07949	UNIPROT	unknown	phosphorylation
PTK6	protein	Q13882	UNIPROT	KHDRBS1	protein	Q07666	UNIPROT	unknown	phosphorylation
JAK2	protein	O60674	UNIPROT	STAP2	protein	Q9UGK3	UNIPROT	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	DGKD	protein	Q16760	UNIPROT	down-regulates activity	phosphorylation
PRKCB	protein	P05771	UNIPROT	PTPN11	protein	Q06124	UNIPROT	unknown	phosphorylation
PRKCQ	protein	Q04759	UNIPROT	ICAM3	protein	P32942	UNIPROT	up-regulates activity	phosphorylation
PRKCH	protein	P24723	UNIPROT	PTPN11	protein	Q06124	UNIPROT	unknown	phosphorylation
RET	protein	P07949	UNIPROT	RET	protein	P07949	UNIPROT	unknown	phosphorylation
PHKG1	protein	Q16816	UNIPROT	PHKG1	protein	Q16816	UNIPROT	unknown	phosphorylation
ACVR1	protein	Q04771	UNIPROT	SMAD5	protein	Q99717	UNIPROT	up-regulates	phosphorylation
944396-07-0	chemical	CID:16654980	PUBCHEM	PIK3CG	protein	P48736	UNIPROT	down-regulates	chemical inhibition
BMS-777607	chemical	CID:24794418	PUBCHEM	AXL	protein	P30530	UNIPROT	down-regulates	chemical inhibition
BMS-777607	chemical	CID:24794418	PUBCHEM	MET	protein	P08581	UNIPROT	down-regulates	chemical inhibition
BMS-777607	chemical	CID:24794418	PUBCHEM	MST1R	protein	Q04912	UNIPROT	down-regulates	chemical inhibition
NF1	protein	P21359	UNIPROT	ADCY5	protein	O95622	UNIPROT	up-regulates	
NF1	protein	P21359	UNIPROT	ADCY6	protein	O43306	UNIPROT	up-regulates	
MAPK1	protein	P28482	UNIPROT	STMN1	protein	P16949	UNIPROT	down-regulates	phosphorylation
PLK1	protein	P53350	UNIPROT	CLIP1	protein	P30622	UNIPROT	up-regulates	phosphorylation
NF1	protein	P21359	UNIPROT	ADCY7	protein	P51828	UNIPROT	up-regulates	
NF1	protein	P21359	UNIPROT	ADCY8	protein	P40145	UNIPROT	up-regulates	
PYY	protein	P10082	UNIPROT	NPY4R	protein	P50391	UNIPROT	up-regulates	binding
LPAR3	protein	Q9UBY5	UNIPROT	GNAQ	protein	P50148	UNIPROT	up-regulates	binding
PRKCA	protein	P17252	UNIPROT	ADRA1B	protein	P35368	UNIPROT	down-regulates activity	phosphorylation
ATM	protein	Q13315	UNIPROT	E2F1	protein	Q01094	UNIPROT	up-regulates quantity by stabilization	phosphorylation
ATR	protein	Q13535	UNIPROT	E2F1	protein	Q01094	UNIPROT	up-regulates quantity by stabilization	phosphorylation
PRKCA	protein	P17252	UNIPROT	MBP	protein	P02686	UNIPROT	unknown	phosphorylation
PTEN	protein	P60484	UNIPROT	STAT5A	protein	P42229	UNIPROT	down-regulates	dephosphorylation
PRKCB	protein	P05771	UNIPROT	HABP4	protein	Q5JVS0	UNIPROT	down-regulates activity	phosphorylation
SRC	protein	P12931	UNIPROT	DLG4	protein	P78352	UNIPROT	up-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAFB	protein	Q9Y5Q3	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	GSK3B	protein	P49841	UNIPROT	up-regulates	phosphorylation
ELL	protein	P55199	UNIPROT	ELL/ICE2	complex	SIGNOR-C49	SIGNOR	form complex	binding
ICE1	protein	Q9Y2F5	UNIPROT	ELL/ICE1	complex	SIGNOR-C48	SIGNOR	form complex	binding
IL18	protein	Q14116	UNIPROT	IL18R1	protein	Q13478	UNIPROT	up-regulates	binding
CDK12	protein	Q9NYV4	UNIPROT	POLR2A	protein	P24928	UNIPROT	up-regulates	phosphorylation
CDK12	protein	Q9NYV4	UNIPROT	POLR2A	protein	P24928	UNIPROT	up-regulates	phosphorylation
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
PRKCQ	protein	Q04759	UNIPROT	HABP4	protein	Q5JVS0	UNIPROT	down-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	CIITA	protein	P33076	UNIPROT	down-regulates activity	phosphorylation
PRKCD	protein	Q05655	UNIPROT	HABP4	protein	Q5JVS0	UNIPROT	down-regulates activity	phosphorylation
IRF4	protein	Q15306	UNIPROT	M2 polarization	phenotype	SIGNOR-PH55	SIGNOR	up-regulates	
IL10	protein	P22301	UNIPROT	IL10RA	protein	Q13651	UNIPROT	up-regulates activity	binding
GSK3B	protein	P49841	UNIPROT	MAML1	protein	Q92585	UNIPROT	down-regulates	phosphorylation
284028-89-3	chemical	CID:2726824	PUBCHEM	CTNNB1	protein	P35222	UNIPROT	down-regulates	
MYOD1	protein	P15172	UNIPROT	MYOD1/SWI/SNF complex	complex	SIGNOR-C93	SIGNOR	form complex	binding
MYOG	protein	P15173	UNIPROT	Myog/SWI/SNF complex	complex	SIGNOR-C94	SIGNOR	form complex	binding
284028-89-3	chemical	CID:2726824	PUBCHEM	TNKS2	protein	Q9H2K2	UNIPROT	down-regulates	chemical inhibition
IL10RA	protein	Q13651	UNIPROT	JAK2	protein	O60674	UNIPROT	up-regulates activity	phosphorylation
CASP8AP2	protein	Q9UKL3	UNIPROT	NFKB1	protein	P19838	UNIPROT	up-regulates	binding
JAK2	protein	O60674	UNIPROT	STAT3	protein	P40763	UNIPROT	up-regulates activity	phosphorylation
"PtsIns(3,4,5)P3"	smallmolecule	CID:24755492	PUBCHEM	WIPI1	protein	Q5MNZ9	UNIPROT	up-regulates	binding
STAT3	protein	P40763	UNIPROT	M2 polarization	phenotype	SIGNOR-PH55	SIGNOR	up-regulates	
TGFB1	protein	P01137	UNIPROT	TGFBR1	protein	P36897	UNIPROT	up-regulates activity	binding
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
Linifanib	chemical	CID:11485656	PUBCHEM	PDGFRB	protein	P09619	UNIPROT	down-regulates	chemical inhibition
GSK3A	protein	P49840	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
PRKACA	protein	P17612	UNIPROT	CA9	protein	Q16790	UNIPROT	up-regulates	phosphorylation
PRKACA	protein	P17612	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
CDK12	protein	Q9NYV4	UNIPROT	POLR2A	protein	P24928	UNIPROT	up-regulates	phosphorylation
PBX1	protein	P40424	UNIPROT	MYOD1/SWI/SNF complex	complex	SIGNOR-C93	SIGNOR	form complex	binding
SWI/SNF complex	complex	SIGNOR-C92	SIGNOR	MYOD1/SWI/SNF complex	complex	SIGNOR-C93	SIGNOR	form complex	binding
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
EZR	protein	P15311	UNIPROT	FES	protein	P07332	UNIPROT	up-regulates	relocalization
ATM	protein	Q13315	UNIPROT	TAOK1	protein	Q7L7X3	UNIPROT	up-regulates	phosphorylation
PPP2CA	protein	P67775	UNIPROT	HDAC4	protein	P56524	UNIPROT	up-regulates	dephosphorylation
RPS6KA2	protein	Q15349	UNIPROT	NR4A1	protein	P22736	UNIPROT	up-regulates activity	phosphorylation
TOP2B	protein	Q02880	UNIPROT	Survival	phenotype	SIGNOR-PH13	SIGNOR	down-regulates	
CSNK2A1	protein	P68400	UNIPROT	TFAP2A	protein	P05549	UNIPROT	up-regulates	phosphorylation
CDK2	protein	P24941	UNIPROT	NR3C1	protein	P04150	UNIPROT	up-regulates activity	phosphorylation
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
SRC	protein	P12931	UNIPROT	BCAR1	protein	P56945	UNIPROT	down-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	PTPN7	protein	P35236	UNIPROT	up-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	SCNN1B	protein	P51168	UNIPROT	down-regulates quantity by destabilization	phosphorylation
MTCH2	protein	Q9Y6C9	UNIPROT	BID	protein	P55957	UNIPROT	up-regulates	binding
MAPK1	protein	P28482	UNIPROT	RAF1	protein	P04049	UNIPROT	down-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	RAF1	protein	P04049	UNIPROT	down-regulates activity	phosphorylation
